era	allele_freq	allele_freq_bin_3	allele_freq_bin_5	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:334726	NC_043959.1	334726	63264528	118958248	119292974	0.0119528755677137	1.92252760158129	0.00721051486326868	7.21976495561663
Modern	0.028511	< 0.25	< 0.25	NC_043959.1:334726	NC_043959.1	334726	63264528	118958248	119292974	0.0119528755677137	1.92252760158129	0.00721051486326868	7.21976495561663
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:335057	NC_043959.1	335057	63264528	118958248	119293305	0.00664542936524832	2.17747695378311	0.00366089774941744	8.44479463960275
Modern	0.025898	< 0.25	< 0.25	NC_043959.1:335057	NC_043959.1	335057	63264528	118958248	119293305	0.00664542936524832	2.17747695378311	0.00366089774941744	8.44479463960275
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:335160	NC_043959.1	335160	63264528	118958248	119293408	1.97562512214151e-05	4.70429545996642	7.12509269027976e-06	20.159354794174
Modern	0.072391	< 0.25	< 0.25	NC_043959.1:335160	NC_043959.1	335160	63264528	118958248	119293408	1.97562512214151e-05	4.70429545996642	7.12509269027976e-06	20.159354794174
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:335234	NC_043959.1	335234	63264528	118958248	119293482	4.08766389753157e-08	7.388524820664	1.11404178580972e-08	32.6313340066014
Modern	0.099105	< 0.25	< 0.25	NC_043959.1:335234	NC_043959.1	335234	63264528	118958248	119293482	4.08766389753157e-08	7.388524820664	1.11404178580972e-08	32.6313340066014
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:338622	NC_043959.1	338622	63264528	118958248	119296870	7.80626840566497e-05	4.10755652029853	3.05151566089338e-05	17.3854591617304
Modern	0.04734	< 0.25	< 0.25	NC_043959.1:338622	NC_043959.1	338622	63264528	118958248	119296870	7.80626840566497e-05	4.10755652029853	3.05151566089338e-05	17.3854591617304
Historical	3e-06	< 0.25	< 0.25	NC_043959.1:338631	NC_043959.1	338631	63264528	118958248	119296879	0.00434803116657516	2.36170735156295	0.0022689842592497	9.31812206551054
Modern	0.024478	< 0.25	< 0.25	NC_043959.1:338631	NC_043959.1	338631	63264528	118958248	119296879	0.00434803116657516	2.36170735156295	0.0022689842592497	9.31812206551054
Historical	3e-06	< 0.25	< 0.25	NC_043959.1:343734	NC_043959.1	343734	63264528	118958248	119301982	1.19676924348965e-20	19.9219895805377	1.62606456202202e-21	90.7550408285981
Modern	0.080404	< 0.25	< 0.25	NC_043959.1:343734	NC_043959.1	343734	63264528	118958248	119301982	1.19676924348965e-20	19.9219895805377	1.62606456202202e-21	90.7550408285981
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:354716	NC_043959.1	354716	63264528	118958248	119312964	0.00359406612385432	2.44441393697638	0.00183962550099863	9.70304877815654
Modern	0.023591	< 0.25	< 0.25	NC_043959.1:354716	NC_043959.1	354716	63264528	118958248	119312964	0.00359406612385432	2.44441393697638	0.00183962550099863	9.70304877815654
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:354718	NC_043959.1	354718	63264528	118958248	119312966	3.51649577213546e-06	5.45388990040025	1.16791279421436e-06	23.6293700065534
Modern	0.056098	< 0.25	< 0.25	NC_043959.1:354718	NC_043959.1	354718	63264528	118958248	119312966	3.51649577213546e-06	5.45388990040025	1.16791279421436e-06	23.6293700065534
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:355210	NC_043959.1	355210	63264528	118958248	119313458	0.0024437693845346	2.61193978032378	0.00121234673710124	10.4714325182352
Modern	0.021983	< 0.25	< 0.25	NC_043959.1:355210	NC_043959.1	355210	63264528	118958248	119313458	0.0024437693845346	2.61193978032378	0.00121234673710124	10.4714325182352
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:355238	NC_043959.1	355238	63264528	118958248	119313486	6.20439132166206e-44	43.2073008182925	4.12094672567406e-45	198.647433831378
Modern	0.317296	0.25–0.75	0.25–0.75	NC_043959.1:355238	NC_043959.1	355238	63264528	118958248	119313486	6.20439132166206e-44	43.2073008182925	4.12094672567406e-45	198.647433831378
Historical	9e-06	< 0.25	< 0.25	NC_043959.1:355391	NC_043959.1	355391	63264528	118958248	119313639	1.33031205163666e-17	16.8760464745157	2.03725106208049e-18	76.6536895262377
Modern	0.17664	< 0.25	< 0.25	NC_043959.1:355391	NC_043959.1	355391	63264528	118958248	119313639	1.33031205163666e-17	16.8760464745157	2.03725106208049e-18	76.6536895262377
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:379188	NC_043959.1	379188	63264528	118958248	119337436	7.83787098363863e-25	24.1058018895636	9.01732995086146e-26	110.164808105797
Modern	0.206461	< 0.25	< 0.25	NC_043959.1:379188	NC_043959.1	379188	63264528	118958248	119337436	7.83787098363863e-25	24.1058018895636	9.01732995086146e-26	110.164808105797
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:379284	NC_043959.1	379284	63264528	118958248	119337532	3.58877615320934e-05	4.44505362956249	1.33653361256293e-05	18.9576349475782
Modern	0.029089	< 0.25	< 0.25	NC_043959.1:379284	NC_043959.1	379284	63264528	118958248	119337532	3.58877615320934e-05	4.44505362956249	1.33653361256293e-05	18.9576349475782
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:379286	NC_043959.1	379286	63264528	118958248	119337534	1.17027156784249e-11	10.9317133461769	2.45488335546324e-12	49.0819540531669
Modern	0.072085	< 0.25	< 0.25	NC_043959.1:379286	NC_043959.1	379286	63264528	118958248	119337534	1.17027156784249e-11	10.9317133461769	2.45488335546324e-12	49.0819540531669
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:379310	NC_043959.1	379310	63264528	118958248	119337558	0.0366664393893673	1.43573126153188	0.0236813958008258	5.11781652807321
Modern	0.009768	< 0.25	< 0.25	NC_043959.1:379310	NC_043959.1	379310	63264528	118958248	119337558	0.0366664393893673	1.43573126153188	0.0236813958008258	5.11781652807321
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:379314	NC_043959.1	379314	63264528	118958248	119337562	4.71038650650235e-28	27.3269434557683	4.83398674879603e-29	125.102199230658
Modern	0.183965	< 0.25	< 0.25	NC_043959.1:379314	NC_043959.1	379314	63264528	118958248	119337562	4.71038650650235e-28	27.3269434557683	4.83398674879603e-29	125.102199230658
Historical	3e-06	< 0.25	< 0.25	NC_043959.1:379322	NC_043959.1	379322	63264528	118958248	119337570	9.18236915448799e-44	43.0370452514813	6.12173154793045e-45	197.859843247233
Modern	0.31968	0.25–0.75	0.25–0.75	NC_043959.1:379322	NC_043959.1	379322	63264528	118958248	119337570	9.18236915448799e-44	43.0370452514813	6.12173154793045e-45	197.859843247233
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:381528	NC_043959.1	381528	63264528	118958248	119339776	3.47639295638716e-08	7.4588711386834	9.41832631037898e-09	32.9577559001138
Modern	0.064101	< 0.25	< 0.25	NC_043959.1:381528	NC_043959.1	381528	63264528	118958248	119339776	3.47639295638716e-08	7.4588711386834	9.41832631037898e-09	32.9577559001138
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:381561	NC_043959.1	381561	63264528	118958248	119339809	1.44590536811048e-12	11.8398601298992	2.86924765672654e-13	53.2957628128405
Modern	0.089983	< 0.25	< 0.25	NC_043959.1:381561	NC_043959.1	381561	63264528	118958248	119339809	1.44590536811048e-12	11.8398601298992	2.86924765672654e-13	53.2957628128405
Historical	3e-06	< 0.25	< 0.25	NC_043959.1:381996	NC_043959.1	381996	63264528	118958248	119340244	1.67196574567727e-08	7.77677262439445	4.39179750958017e-09	34.4418417609345
Modern	0.063747	< 0.25	< 0.25	NC_043959.1:381996	NC_043959.1	381996	63264528	118958248	119340244	1.67196574567727e-08	7.77677262439445	4.39179750958017e-09	34.4418417609345
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:464843	NC_043959.1	464843	63264528	118958248	119423091	0.00720019654821928	2.14265564820179	0.00401589334363707	8.27661468107501
Modern	0.028425	< 0.25	< 0.25	NC_043959.1:464843	NC_043959.1	464843	63264528	118958248	119423091	0.00720019654821928	2.14265564820179	0.00401589334363707	8.27661468107501
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:651040	NC_043959.1	651040	63264528	118958248	119609288	0.00488981003762239	2.31070801229046	0.00258791531635323	9.07737305146262
Modern	0.027552	< 0.25	< 0.25	NC_043959.1:651040	NC_043959.1	651040	63264528	118958248	119609288	0.00488981003762239	2.31070801229046	0.00258791531635323	9.07737305146262
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:651100	NC_043959.1	651100	63264528	118958248	119609348	2.08429411317569e-05	4.6810409980804	7.53513444304569e-06	20.0523382435555
Modern	0.049192	< 0.25	< 0.25	NC_043959.1:651100	NC_043959.1	651100	63264528	118958248	119609348	2.08429411317569e-05	4.6810409980804	7.53513444304569e-06	20.0523382435555
Historical	6.5e-05	< 0.25	< 0.25	NC_043959.1:652193	NC_043959.1	652193	63264528	118958248	119610441	1.5235644899154e-35	34.8171391580993	1.2496984348501e-36	159.802475482235
Modern	0.201777	< 0.25	< 0.25	NC_043959.1:652193	NC_043959.1	652193	63264528	118958248	119610441	1.5235644899154e-35	34.8171391580993	1.2496984348501e-36	159.802475482235
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:652218	NC_043959.1	652218	63264528	118958248	119610466	0.00122706032044627	2.91113408748241	0.000578862443685333	11.8427510175537
Modern	0.014309	< 0.25	< 0.25	NC_043959.1:652218	NC_043959.1	652218	63264528	118958248	119610466	0.00122706032044627	2.91113408748241	0.000578862443685333	11.8427510175537
Historical	5e-06	< 0.25	< 0.25	NC_043959.1:652223	NC_043959.1	652223	63264528	118958248	119610471	9.76639646338807e-43	42.0102656496641	6.68339525399333e-44	193.103202074303
Modern	0.152531	< 0.25	< 0.25	NC_043959.1:652223	NC_043959.1	652223	63264528	118958248	119610471	9.76639646338807e-43	42.0102656496641	6.68339525399333e-44	193.103202074303
Historical	5e-06	< 0.25	< 0.25	NC_043959.1:652247	NC_043959.1	652247	63264528	118958248	119610495	3.8930084145911e-17	16.4097146575697	6.09237824150053e-18	74.4907264995104
Modern	0.060506	< 0.25	< 0.25	NC_043959.1:652247	NC_043959.1	652247	63264528	118958248	119610495	3.8930084145911e-17	16.4097146575697	6.09237824150053e-18	74.4907264995104
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:652274	NC_043959.1	652274	63264528	118958248	119610522	2.6903190643244e-39	38.570196210831	2.0001576981559e-40	177.180470939671
Modern	0.142814	< 0.25	< 0.25	NC_043959.1:652274	NC_043959.1	652274	63264528	118958248	119610522	2.6903190643244e-39	38.570196210831	2.0001576981559e-40	177.180470939671
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:855908	NC_043959.1	855908	63264528	118958248	119814156	0.00682760930212617	2.16573133858035	0.00377754568932366	8.38776764004836
Modern	0.024414	< 0.25	< 0.25	NC_043959.1:855908	NC_043959.1	855908	63264528	118958248	119814156	0.00682760930212617	2.16573133858035	0.00377754568932366	8.38776764004836
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:856065	NC_043959.1	856065	63264528	118958248	119814313	1.12861477796048e-05	4.94745426742352	3.96097682236206e-06	21.2836396434799
Modern	0.08853	< 0.25	< 0.25	NC_043959.1:856065	NC_043959.1	856065	63264528	118958248	119814313	1.12861477796048e-05	4.94745426742352	3.96097682236206e-06	21.2836396434799
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:880958	NC_043959.1	880958	63264528	118958248	119839206	0.00691253537093061	2.16036263342892	0.00383140378650179	8.36203915756697
Modern	0.023293	< 0.25	< 0.25	NC_043959.1:880958	NC_043959.1	880958	63264528	118958248	119839206	0.00691253537093061	2.16036263342892	0.00383140378650179	8.36203915756697
Historical	6e-06	< 0.25	< 0.25	NC_043959.1:930423	NC_043959.1	930423	63264528	118958248	119888671	2.1991383908924e-06	5.65774743980257	7.13556035887909e-07	24.5781678716403
Modern	0.039966	< 0.25	< 0.25	NC_043959.1:930423	NC_043959.1	930423	63264528	118958248	119888671	2.1991383908924e-06	5.65774743980257	7.13556035887909e-07	24.5781678716403
Historical	5e-06	< 0.25	< 0.25	NC_043959.1:930434	NC_043959.1	930434	63264528	118958248	119888682	1.11288345947605e-12	11.9535503123557	2.19263814486275e-13	53.8241247082423
Modern	0.086288	< 0.25	< 0.25	NC_043959.1:930434	NC_043959.1	930434	63264528	118958248	119888682	1.11288345947605e-12	11.9535503123557	2.19263814486275e-13	53.8241247082423
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:963262	NC_043959.1	963262	63264528	118958248	119921510	0.0334987113852768	1.47497189890427	0.0215472528307145	5.28197824136914
Modern	0.010167	< 0.25	< 0.25	NC_043959.1:963262	NC_043959.1	963262	63264528	118958248	119921510	0.0334987113852768	1.47497189890427	0.0215472528307145	5.28197824136914
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:963335	NC_043959.1	963335	63264528	118958248	119921583	1.78196568554216e-15	14.749100663219	3.0242584316303e-16	66.7873942690672
Modern	0.089459	< 0.25	< 0.25	NC_043959.1:963335	NC_043959.1	963335	63264528	118958248	119921583	1.78196568554216e-15	14.749100663219	3.0242584316303e-16	66.7873942690672
Historical	5e-06	< 0.25	< 0.25	NC_043959.1:1187486	NC_043959.1	1187486	63264528	118958248	120145734	4.40318661225028e-28	27.3562329082372	4.51325533633148e-29	125.238433262965
Modern	0.08844	< 0.25	< 0.25	NC_043959.1:1187486	NC_043959.1	1187486	63264528	118958248	120145734	4.40318661225028e-28	27.3562329082372	4.51325533633148e-29	125.238433262965
Historical	1.3e-05	< 0.25	< 0.25	NC_043959.1:1187522	NC_043959.1	1187522	63264528	118958248	120145770	3.25263421536352e-14	13.4877647738473	5.86935435641831e-15	60.9449417763128
Modern	0.054105	< 0.25	< 0.25	NC_043959.1:1187522	NC_043959.1	1187522	63264528	118958248	120145770	3.25263421536352e-14	13.4877647738473	5.86935435641831e-15	60.9449417763128
Historical	3e-06	< 0.25	< 0.25	NC_043959.1:1187562	NC_043959.1	1187562	63264528	118958248	120145810	2.43549164335401e-32	31.6134133562386	2.16715425277078e-33	144.982029168706
Modern	0.148393	< 0.25	< 0.25	NC_043959.1:1187562	NC_043959.1	1187562	63264528	118958248	120145810	2.43549164335401e-32	31.6134133562386	2.16715425277078e-33	144.982029168706
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:1219221	NC_043959.1	1219221	63264528	118958248	120177469	0.00717329378019298	2.14428138239417	0.00399776988315836	8.2848276561062
Modern	0.026298	< 0.25	< 0.25	NC_043959.1:1219221	NC_043959.1	1219221	63264528	118958248	120177469	0.00717329378019298	2.14428138239417	0.00399776988315836	8.2848276561062
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:1219248	NC_043959.1	1219248	63264528	118958248	120177496	0.00648558131144954	2.18805109143182	0.00356026891791431	8.49549505359141
Modern	0.024796	< 0.25	< 0.25	NC_043959.1:1219248	NC_043959.1	1219248	63264528	118958248	120177496	0.00648558131144954	2.18805109143182	0.00356026891791431	8.49549505359141
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:1369270	NC_043959.1	1369270	63264528	118958248	120327518	2.93272434971295e-09	8.53272875496163	7.27205453875996e-10	37.9462544799305
Modern	0.096812	< 0.25	< 0.25	NC_043959.1:1369270	NC_043959.1	1369270	63264528	118958248	120327518	2.93272434971295e-09	8.53272875496163	7.27205453875996e-10	37.9462544799305
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:1369332	NC_043959.1	1369332	63264528	118958248	120327580	1.6198409124534e-05	4.79052763622051	5.78238608197634e-06	20.5589153455146
Modern	0.060547	< 0.25	< 0.25	NC_043959.1:1369332	NC_043959.1	1369332	63264528	118958248	120327580	1.6198409124534e-05	4.79052763622051	5.78238608197634e-06	20.5589153455146
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:1369339	NC_043959.1	1369339	63264528	118958248	120327587	0.00556846981913052	2.25426412985438	0.00299510728816468	8.81044651619606
Modern	0.026999	< 0.25	< 0.25	NC_043959.1:1369339	NC_043959.1	1369339	63264528	118958248	120327587	0.00556846981913052	2.25426412985438	0.00299510728816468	8.81044651619606
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:1369418	NC_043959.1	1369418	63264528	118958248	120327666	0.000258416527015821	3.58767971450727	0.000109116192316366	14.9720371871615
Modern	0.057249	< 0.25	< 0.25	NC_043959.1:1369418	NC_043959.1	1369418	63264528	118958248	120327666	0.000258416527015821	3.58767971450727	0.000109116192316366	14.9720371871615
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:2555981	NC_043959.1	2555981	63264528	118958248	121514229	5.68381407366887e-06	5.24536013695504	1.93044753821281e-06	22.6630487020177
Modern	0.088039	< 0.25	< 0.25	NC_043959.1:2555981	NC_043959.1	2555981	63264528	118958248	121514229	5.68381407366887e-06	5.24536013695504	1.93044753821281e-06	22.6630487020177
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:2555990	NC_043959.1	2555990	63264528	118958248	121514238	2.82527370251172e-13	12.548939472895	5.38531820195989e-14	56.5838186132075
Modern	0.190054	< 0.25	< 0.25	NC_043959.1:2555990	NC_043959.1	2555990	63264528	118958248	121514238	2.82527370251172e-13	12.548939472895	5.38531820195989e-14	56.5838186132075
Historical	1e-06	< 0.25	< 0.25	NC_043959.1:2904768	NC_043959.1	2904768	63264528	118958248	121863016	0.0282831336615892	1.54847247406394	0.0180729814442259	5.58906105377138
Modern	0.010574	< 0.25	< 0.25	NC_043959.1:2904768	NC_043959.1	2904768	63264528	118958248	121863016	0.0282831336615892	1.54847247406394	0.0180729814442259	5.58906105377138
Historical	0.999997	> 0.75	> 0.75	NC_043959.1:2905823	NC_043959.1	2905823	63264528	118958248	121864071	4.2509644563995e-67	66.3715125262853	1.78725570525493e-68	305.809178594069
Modern	0.378736	0.25–0.75	0.25–0.75	NC_043959.1:2905823	NC_043959.1	2905823	63264528	118958248	121864071	4.2509644563995e-67	66.3715125262853	1.78725570525493e-68	305.809178594069
Historical	5e-06	< 0.25	< 0.25	NC_043959.1:2906411	NC_043959.1	2906411	63264528	118958248	121864659	0.00668742209177767	2.17474126445604	0.00368835157412527	8.43120836877858
Modern	0.03087	< 0.25	< 0.25	NC_043959.1:2906411	NC_043959.1	2906411	63264528	118958248	121864659	0.00668742209177767	2.17474126445604	0.00368835157412527	8.43120836877858
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432444	NC_043959.1	3432444	63264528	118958248	122390692	3.99334403337694e-05	4.39866327298599	1.49626365866442e-05	18.7422990668156
Modern	0.031181	< 0.25	< 0.25	NC_043959.1:3432444	NC_043959.1	3432444	63264528	118958248	122390692	3.99334403337694e-05	4.39866327298599	1.49626365866442e-05	18.7422990668156
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432472	NC_043959.1	3432472	63264528	118958248	122390720	1.73652951309915e-28	27.7603178312607	1.74930191981512e-29	127.119357406659
Modern	0.165613	< 0.25	< 0.25	NC_043959.1:3432472	NC_043959.1	3432472	63264528	118958248	122390720	1.73652951309915e-28	27.7603178312607	1.74930191981512e-29	127.119357406659
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432479	NC_043959.1	3432479	63264528	118958248	122390727	4.01614879422712e-24	23.3961902053962	4.75223649689632e-25	106.870527749382
Modern	0.135263	< 0.25	< 0.25	NC_043959.1:3432479	NC_043959.1	3432479	63264528	118958248	122390727	4.01614879422712e-24	23.3961902053962	4.75223649689632e-25	106.870527749382
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432480	NC_043959.1	3432480	63264528	118958248	122390728	0.000415729311016647	3.38118935445932	0.000181285003454705	14.015757821087
Modern	0.020936	< 0.25	< 0.25	NC_043959.1:3432480	NC_043959.1	3432480	63264528	118958248	122390728	0.000415729311016647	3.38118935445932	0.000181285003454705	14.015757821087
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432489	NC_043959.1	3432489	63264528	118958248	122390737	0.00060514173835303	3.21814289150442	0.000271264212302173	13.2590698530635
Modern	0.02002	< 0.25	< 0.25	NC_043959.1:3432489	NC_043959.1	3432489	63264528	118958248	122390737	0.00060514173835303	3.21814289150442	0.000271264212302173	13.2590698530635
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432492	NC_043959.1	3432492	63264528	118958248	122390740	0.00139550348025653	2.85526907608375	0.000665433649391782	11.5833943750069
Modern	0.017828	< 0.25	< 0.25	NC_043959.1:3432492	NC_043959.1	3432492	63264528	118958248	122390740	0.00139550348025653	2.85526907608375	0.000665433649391782	11.5833943750069
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:3432511	NC_043959.1	3432511	63264528	118958248	122390759	4.88651172336016e-10	9.311001054965	1.14027511167069e-10	41.5648078939593
Modern	0.049704	< 0.25	< 0.25	NC_043959.1:3432511	NC_043959.1	3432511	63264528	118958248	122390759	4.88651172336016e-10	9.311001054965	1.14027511167069e-10	41.5648078939593
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:3432512	NC_043959.1	3432512	63264528	118958248	122390760	3.7218245169861e-06	5.42924410758925	1.23999162915589e-06	23.5141389335484
Modern	0.029475	< 0.25	< 0.25	NC_043959.1:3432512	NC_043959.1	3432512	63264528	118958248	122390760	3.7218245169861e-06	5.42924410758925	1.23999162915589e-06	23.5141389335484
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:3432515	NC_043959.1	3432515	63264528	118958248	122390763	1.35773382255637e-06	5.86718536313769	4.30086243165408e-07	25.5543907076845
Modern	0.031077	< 0.25	< 0.25	NC_043959.1:3432515	NC_043959.1	3432515	63264528	118958248	122390763	1.35773382255637e-06	5.86718536313769	4.30086243165408e-07	25.5543907076845
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:3432528	NC_043959.1	3432528	63264528	118958248	122390776	2.13631542633303e-05	4.6703346234589	7.73328772756675e-06	20.0027003882346
Modern	0.024091	< 0.25	< 0.25	NC_043959.1:3432528	NC_043959.1	3432528	63264528	118958248	122390776	2.13631542633303e-05	4.6703346234589	7.73328772756675e-06	20.0027003882346
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3432544	NC_043959.1	3432544	63264528	118958248	122390792	7.21524504870252e-20	19.1417489145369	1.00544414653423e-20	87.1509951944644
Modern	0.090799	< 0.25	< 0.25	NC_043959.1:3432544	NC_043959.1	3432544	63264528	118958248	122390792	7.21524504870252e-20	19.1417489145369	1.00544414653423e-20	87.1509951944644
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:3432557	NC_043959.1	3432557	63264528	118958248	122390805	1.06272651028893e-07	6.97357848557481	3.00987892959775e-08	30.7011417291025
Modern	0.036163	< 0.25	< 0.25	NC_043959.1:3432557	NC_043959.1	3432557	63264528	118958248	122390805	1.06272651028893e-07	6.97357848557481	3.00987892959775e-08	30.7011417291025
Historical	5e-06	< 0.25	< 0.25	NC_043959.1:3432563	NC_043959.1	3432563	63264528	118958248	122390811	2.44271528038003e-46	45.6121271508595	1.55264528556111e-47	209.756126433338
Modern	0.224642	< 0.25	< 0.25	NC_043959.1:3432563	NC_043959.1	3432563	63264528	118958248	122390811	2.44271528038003e-46	45.6121271508595	1.55264528556111e-47	209.756126433338
Historical	1.8e-05	< 0.25	< 0.25	NC_043959.1:3432564	NC_043959.1	3432564	63264528	118958248	122390812	5.36682106386568e-44	43.270282884361	3.56063319762483e-45	198.938274223204
Modern	0.222055	< 0.25	< 0.25	NC_043959.1:3432564	NC_043959.1	3432564	63264528	118958248	122390812	5.36682106386568e-44	43.270282884361	3.56063319762483e-45	198.938274223204
Historical	3e-06	< 0.25	< 0.25	NC_043959.1:3499328	NC_043959.1	3499328	63264528	118958248	122457576	1.01474120900616e-06	5.99364470241191	3.16797747489151e-07	26.1445026089674
Modern	0.114562	< 0.25	< 0.25	NC_043959.1:3499328	NC_043959.1	3499328	63264528	118958248	122457576	1.01474120900616e-06	5.99364470241191	3.16797747489151e-07	26.1445026089674
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3705959	NC_043959.1	3705959	63264528	118958248	122664207	0.00929563202268493	2.03172107661473	0.00540520537130628	7.73862131673832
Modern	0.028038	< 0.25	< 0.25	NC_043959.1:3705959	NC_043959.1	3705959	63264528	118958248	122664207	0.00929563202268493	2.03172107661473	0.00540520537130628	7.73862131673832
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3706016	NC_043959.1	3706016	63264528	118958248	122664264	1.82228704776624e-11	10.739383211643	3.86518294397491e-12	48.1917136164505
Modern	0.186371	< 0.25	< 0.25	NC_043959.1:3706016	NC_043959.1	3706016	63264528	118958248	122664264	1.82228704776624e-11	10.739383211643	3.86518294397491e-12	48.1917136164505
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3747882	NC_043959.1	3747882	63264528	118958248	122706130	1.87426923407393e-11	10.7271680236542	3.97823471758759e-12	48.1351846399431
Modern	0.148161	< 0.25	< 0.25	NC_043959.1:3747882	NC_043959.1	3747882	63264528	118958248	122706130	1.87426923407393e-11	10.7271680236542	3.97823471758759e-12	48.1351846399431
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3868070	NC_043959.1	3868070	63264528	118958248	122826318	2.87883238317919e-06	5.54078362070008	9.45685421569151e-07	24.0356475946035
Modern	0.089199	< 0.25	< 0.25	NC_043959.1:3868070	NC_043959.1	3868070	63264528	118958248	122826318	2.87883238317919e-06	5.54078362070008	9.45685421569151e-07	24.0356475946035
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:3882842	NC_043959.1	3882842	63264528	118958248	122841090	0.00916316622628511	2.03795443495593	0.00531686468772358	7.76838220638564
Modern	0.029153	< 0.25	< 0.25	NC_043959.1:3882842	NC_043959.1	3882842	63264528	118958248	122841090	0.00916316622628511	2.03795443495593	0.00531686468772358	7.76838220638564
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:4096567	NC_043959.1	4096567	63264528	118958248	123054815	0.014610240273324	1.83534264179871	0.00902230621391136	6.81840598929982
Modern	0.027778	< 0.25	< 0.25	NC_043959.1:4096567	NC_043959.1	4096567	63264528	118958248	123054815	0.014610240273324	1.83534264179871	0.00902230621391136	6.81840598929982
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:4916843	NC_043959.1	4916843	63264528	118958248	123875091	2.32111877039765e-05	4.63430263636072	8.44436435677169e-06	19.8345237106181
Modern	0.071898	< 0.25	< 0.25	NC_043959.1:4916843	NC_043959.1	4916843	63264528	118958248	123875091	2.32111877039765e-05	4.63430263636072	8.44436435677169e-06	19.8345237106181
Historical	4e-06	< 0.25	< 0.25	NC_043959.1:4916844	NC_043959.1	4916844	63264528	118958248	123875092	1.34373288923946e-06	5.87168705290307	4.25517640902189e-07	25.5749967320399
Modern	0.090973	< 0.25	< 0.25	NC_043959.1:4916844	NC_043959.1	4916844	63264528	118958248	123875092	1.34373288923946e-06	5.87168705290307	4.25517640902189e-07	25.5749967320399
Historical	7e-06	< 0.25	< 0.25	NC_043959.1:5660843	NC_043959.1	5660843	63264528	118958248	124619091	0.00012284207494585	3.91065285642693	4.94463465870149e-05	16.4692196451868
Modern	0.057016	< 0.25	< 0.25	NC_043959.1:5660843	NC_043959.1	5660843	63264528	118958248	124619091	0.00012284207494585	3.91065285642693	4.94463465870149e-05	16.4692196451868
Historical	8e-06	< 0.25	< 0.25	NC_043959.1:6177139	NC_043959.1	6177139	63264528	118958248	125135387	0.00552461414853507	2.25769804868607	0.0029667139539805	8.82782728113622
Modern	0.024579	< 0.25	< 0.25	NC_043959.1:6177139	NC_043959.1	6177139	63264528	118958248	125135387	0.00552461414853507	2.25769804868607	0.0029667139539805	8.82782728113622
